,Brand,Model,Price,Color,RAM (GB),ROM (GB),Rating,Battery (mAh),Display (inch),Camera,Processor
451,realme,Narzo,11999,10 That Blue,4,128.0,4.5,5000.0,6.5,48MP + 8MP + 2MP + 2MP | 16MP Front,MediaTek Helio G80 (12 nm)
452,realme,6i,14049,Eclipse Black,6,64.0,4.4,4300.0,6.5,48MP + 8MP + 2MP + 2MP | 16MP Front,MediaTek Helio G90T
453,realme,6i,14999,Eclipse Black,4,64.0,4.4,4300.0,6.5,48MP + 8MP + 2MP + 2MP | 16MP Front,MediaTek Helio G90T
454,realme,6i,14999,Lunar White,4,64.0,4.4,4300.0,6.5,48MP + 8MP + 2MP + 2MP | 16MP Front,MediaTek Helio G90T
455,realme,6i,14049,Lunar White,6,64.0,4.4,4300.0,6.5,48MP + 8MP + 2MP + 2MP | 16MP Front,MediaTek Helio G90T
456,realme,GT,57999,2 Pro Paper White,12,256.0,4.4,5000.0,6.7,50MP + 50MP + 2MP | 32MP Front,Qualcomm Snapdragon 8 Gen 1 Mobile Platform
457,realme,GT,49999,2 Pro Paper Green,8,128.0,4.2,5000.0,6.7,50MP + 50MP + 2MP | 32MP Front,Qualcomm Snapdragon 8 Gen 1 Mobile Platform
458,realme,GT,49999,2 Pro Steel Black,8,128.0,4.2,5000.0,6.7,50MP + 50MP + 2MP | 32MP Front,Qualcomm Snapdragon 8 Gen 1 Mobile Platform
459,realme,8,19999,Pro Infinite Black,8,128.0,4.4,4500.0,6.4,108MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 720G
460,realme,8,17999,Pro Infinite Black,6,128.0,4.4,4500.0,6.4,108MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 720G
461,realme,X,20999,Polar White,8,128.0,4.5,3765.0,3,48MP + 5MP | 16MP Front,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE
462,realme,X,20999,Space Blue,8,128.0,4.5,3765.0,3,48MP + 5MP | 16MP Front,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE
463,realme,X,17999,Polar White,4,128.0,4.5,3765.0,3,48MP + 5MP | 16MP Front,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE
464,realme,X,17999,Space Blue,4,128.0,4.5,3765.0,3,48MP + 5MP | 16MP Front,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE
465,realme,8,19999,Pro Illuminating Yellow,8,128.0,4.4,4500.0,6.4,108MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 720G
466,realme,8,19999,Pro Infinite Blue,8,128.0,4.4,4500.0,6.4,108MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 720G
467,realme,8,17999,Pro Illuminating Yellow,6,128.0,4.4,4500.0,6.4,108MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 720G
468,realme,8,17999,Pro Infinite Blue,6,128.0,4.4,4500.0,6.4,108MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 720G
469,realme,7i,14249,Fusion Blue,4,128.0,4.3,5000.0,6.5,64MP + 8MP + 2MP + 2MP | 16MP Front,Qualcomm Snapdragon 662
470,realme,C2,7999,Diamond Blue,2,32.0,4.4,4000.0,6.1,13MP + 2MP | 5MP Front,MediaTek P22 Octa Core 2.0 GHz
471,realme,8s,17999,5G Universe Purple,6,128.0,4.4,5000.0,6.5,64MP + 2MP + 2MP | 16MP Front,MediaTek Dimensity 810 5G
472,realme,Narzo,16999,20 Pro Black Ninja,8,128.0,4.3,4500.0,6.5,48MP + 8MP + 2MP + 2MP | 16MP Front,MediaTek Helio G95
473,realme,X7,29999,Max Milky Way,12,256.0,4.3,4500.0,3,64MP + 8MP + 2MP | 16MP Front,MediaTek Dimensity 1200
474,realme,C2,6499,Diamond Black,2,32.0,4.4,4000.0,6.1,13MP + 2MP | 5MP Front,MediaTek P22 Octa Core 2.0 GHz
475,realme,C2,8999,Diamond Ruby,3,32.0,4.4,4000.0,6.1,13MP + 2MP | 5MP Front,MediaTek P22 Octa Core 2.0 GHz
476,realme,C2,8999,Diamond Black,3,32.0,4.4,4000.0,6.1,13MP + 2MP | 5MP Front,MediaTek P22 Octa Core 2.0 GHz
477,realme,C2,8999,Diamond Sapphire,3,32.0,4.4,4000.0,6.1,13MP + 2MP | 5MP Front,MediaTek P22 Octa Core 2.0 GHz
478,realme,C2,8490,Diamond Blue,3,32.0,4.4,4000.0,6.1,13MP + 2MP | 5MP Front,MediaTek P22 Octa Core 2.0 GHz
